AppTimestamp(s),SensorTimestamp(s),Acc_X,Acc_Y,Acc_Z,Label,Latitude,Longitude
6.192,2735689.381,-0.01884,-0.32483,9.87249,9,4.8,6
6.212,2735689.4,-0.01645,-0.31286,9.88684,9,4.8,6
6.234,2735689.419,-0.01884,-0.32004,9.87249,9,4.8,6
6.255,2735689.438,-0.01167,-0.32483,9.88684,9,4.8,6
6.269,2735689.457,-0.01645,-0.30808,9.87967,9,4.8,6
6.292,2735689.476,-0.01645,-0.31765,9.87488,9,4.8,6
6.312,2735689.495,-0.00688,-0.32483,9.87967,9,4.8,6
6.328,2735689.514,-0.01406,-0.31525,9.88206,9,4.8,6
6.346,2735689.533,-0.01645,-0.31047,9.87727,9,4.8,6
6.369,2735689.552,-0.01406,-0.31286,9.87249,9,4.8,6
6.384,2735689.571,-0.01406,-0.32961,9.88924,9,4.8,6
6.404,2735689.59,-0.00449,-0.32004,9.87727,9,4.8,6
6.422,2735689.609,-0.01884,-0.32722,9.87727,9,4.8,6
6.44,2735689.628,0.00269,-0.31765,9.88206,9,4.8,6
6.461,2735689.647,-0.00449,-0.32483,9.87967,9,4.8,6
6.48,2735689.666,-0.02124,-0.3344,9.87967,9,4.8,6
6.497,2735689.685,-0.02363,-0.31765,9.88445,9,4.8,6
6.517,2735689.704,-0.02124,-0.32243,9.8677,9,4.8,6
6.541,2735689.723,-0.02841,-0.31286,9.87727,9,4.8,6
6.56,2735689.742,-0.01645,-0.332,9.87009,9,4.8,6
6.577,2735689.761,-0.02602,-0.31765,9.88684,9,4.8,6
6.595,2735689.78,-0.01406,-0.32483,9.87727,9,4.8,6
6.613,2735689.799,-0.01884,-0.32722,9.87249,9,4.8,6
6.633,2735689.818,-0.01167,-0.32961,9.87488,9,4.8,6
6.655,2735689.837,-0.02363,-0.32243,9.87727,9,4.8,6
6.673,2735689.856,-0.01645,-0.32004,9.87967,9,4.8,6
6.692,2735689.875,-0.02124,-0.32961,9.87727,9,4.8,6
6.71,2735689.894,-0.01645,-0.32961,9.88924,9,4.8,6
6.725,2735689.913,-0.00927,-0.32243,9.87488,9,4.8,6
6.745,2735689.932,-0.02602,-0.32243,9.88684,9,4.8,6
6.764,2735689.951,-0.02124,-0.32722,9.87967,9,4.8,6
6.786,2735689.97,-0.01406,-0.31765,9.87488,9,4.8,6
6.805,2735689.989,-0.01406,-0.31765,9.87249,9,4.8,6
6.822,2735690.008,-0.01645,-0.3344,9.88206,9,4.8,6
6.84,2735690.027,-0.02363,-0.31765,9.88206,9,4.8,6
6.86,2735690.046,-0.01645,-0.31765,9.88445,9,4.8,6
6.879,2735690.065,-0.01167,-0.32004,9.88206,9,4.8,6
6.897,2735690.084,-0.01884,-0.32722,9.88684,9,4.8,6
6.916,2735690.104,-0.00688,-0.32483,9.87249,9,4.8,6
6.937,2735690.123,-0.01645,-0.32243,9.87967,9,4.8,6
6.955,2735690.142,-0.02363,-0.32961,9.8677,9,4.8,6
6.974,2735690.161,-0.02602,-0.31765,9.88924,9,4.8,6
6.992,2735690.18,-0.01884,-0.32243,9.87009,9,4.8,6
7.011,2735690.199,-0.01884,-0.31765,9.88684,9,4.8,6
7.034,2735690.218,-0.01406,-0.332,9.87488,9,4.8,6
7.049,2735690.237,-0.01406,-0.32722,9.88206,9,4.8,6
7.076,2735690.256,-0.01645,-0.32483,9.87967,9,4.8,6
7.087,2735690.275,-0.01167,-0.31286,9.88206,9,4.8,6
7.105,2735690.294,-0.02363,-0.31765,9.87249,9,4.8,6
7.124,2735690.313,-0.01645,-0.32722,9.88924,9,4.8,6
7.144,2735690.332,-0.00688,-0.31286,9.86531,9,4.8,6
7.164,2735690.351,-0.01645,-0.32722,9.87727,9,4.8,6
7.183,2735690.37,-0.01645,-0.32483,9.8677,9,4.8,6
7.205,2735690.389,-0.01645,-0.32483,9.88445,9,4.8,6
7.221,2735690.408,-0.01167,-0.32004,9.87009,9,4.8,6
7.239,2735690.427,-0.02124,-0.31525,9.87727,9,4.8,6
7.258,2735690.446,-0.01645,-0.32004,9.87488,9,4.8,6
7.278,2735690.465,-0.01884,-0.32004,9.87727,9,4.8,6
